EntrezID	GeneName	GeneSymbol
221830	TWIST neighbor	TWISTNB
221895	JAZF zinc finger 1	JAZF1
2219	ficolin (collagen/fibrinogen domain containing) 1	FCN1
221908	protein phosphatase 1, regulatory subunit 35	PPP1R35
221914	glypican 2	GPC2
221927	BRCA1-associated ATM activator 1	BRAT1
221937	forkhead box K1	FOXK1
221955	diacylglycerol lipase, beta	DAGLB
221981	thrombospondin, type I, domain containing 7A	THSD7A
222	aldehyde dehydrogenase 3 family, member B2	ALDH3B2
222068	transmembrane emp24 protein transport domain containing 4	TMED4
222171	proline rich 15	PRR15
222229	leucine-rich repeats and WD repeat domain containing 1	LRWD1
2224	farnesyl diphosphate synthase	FDPS
222484	ligand of numb-protein X 2	LNX2
222537	heparan sulfate (glucosamine) 3-O-sulfotransferase 5	HS3ST5
222546	regulatory factor X, 6	RFX6
222553	solute carrier family 35, member F1	SLC35F1
222611	G protein-coupled receptor 111	GPR111
222642	translocator protein 2	TSPO2
222662	lipoma HMGIC fusion partner-like 5	LHFPL5
222663	signal peptide, CUB domain, EGF-like 3	SCUBE3
222950	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 1	NYAP1
223	aldehyde dehydrogenase 9 family, member A1	ALDH9A1
2230	ferredoxin 1	FDX1
223082	zinc and ring finger 2	ZNRF2
223117	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D	SEMA3D
2232	ferredoxin reductase	FDXR
2235	ferrochelatase	FECH
2239	glypican 4	GPC4
2241	fer (fps/fes related) tyrosine kinase	FER
2242	feline sarcoma oncogene	FES
2244	fibrinogen beta chain	FGB
2247	fibroblast growth factor 2 (basic)	FGF2
2248	fibroblast growth factor 3	FGF3
2251	fibroblast growth factor 6	FGF6
2252	fibroblast growth factor 7	FGF7
2254	fibroblast growth factor 9 (glia-activating factor)	FGF9
2255	fibroblast growth factor 10	FGF10
2256	fibroblast growth factor 11	FGF11
2257	fibroblast growth factor 12	FGF12
2258	fibroblast growth factor 13	FGF13
2259	fibroblast growth factor 14	FGF14
226	aldolase A, fructose-bisphosphate	ALDOA
2260	fibroblast growth factor receptor 1	FGFR1
2263	fibroblast growth factor receptor 2	FGFR2
2264	fibroblast growth factor receptor 4	FGFR4
2267	fibrinogen-like 1	FGL1
2268	Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog	FGR
2272	fragile histidine triad	FHIT
2273	four and a half LIM domains 1	FHL1
2275	four and a half LIM domains 3	FHL3
2277	c-fos induced growth factor (vascular endothelial growth factor D)	FIGF
22795	nidogen 2 (osteonidogen)	NID2
22796	component of oligomeric golgi complex 2	COG2
22797	transcription factor EC	TFEC
22798	laminin, beta 4	LAMB4
22800	related RAS viral (r-ras) oncogene homolog 2	RRAS2
22801	integrin, alpha 11	ITGA11
22802	chloride channel accessory 4	CLCA4
22803	5'-3' exoribonuclease 2	XRN2
22806	IKAROS family zinc finger 3 (Aiolos)	IKZF3
22807	IKAROS family zinc finger 2 (Helios)	IKZF2
22809	activating transcription factor 5	ATF5
2281	FK506 binding protein 1B, 12.6 kDa	FKBP1B
22818	coatomer protein complex, subunit zeta 1	COPZ1
22820	coatomer protein complex, subunit gamma 1	COPG1
22821	RAS p21 protein activator 3	RASA3
22822	pleckstrin homology-like domain, family A, member 1	PHLDA1
22824	heat shock 70kDa protein 4-like	HSPA4L
22827	poly-U binding splicing factor 60KDa	PUF60
22829	neuroligin 4, Y-linked	NLGN4Y
22832	KIAA1009	KIAA1009
22834	zinc finger protein 652	ZNF652
22835	ZFP30 zinc finger protein	ZFP30
22839	discs, large (Drosophila) homolog-associated protein 4	DLGAP4
22841	RAB11 family interacting protein 2 (class I)	RAB11FIP2
22843	protein phosphatase, Mg2+/Mn2+ dependent, 1E	PPM1E
22845	dolichol kinase	DOLK
22847	zinc finger protein 507	ZNF507
22848	AP2 associated kinase 1	AAK1
22849	cytoplasmic polyadenylation element binding protein 3	CPEB3
22853	lemur tyrosine kinase 2	LMTK2
22854	netrin G1	NTNG1
22859	latrophilin 1	LPHN1
22861	NLR family, pyrin domain containing 1	NLRP1
22863	autophagy related 14	ATG14
22866	connector enhancer of kinase suppressor of Ras 2	CNKSR2
22868	FAST kinase domains 2	FASTKD2
22869	zinc finger protein 510	ZNF510
2287	FK506 binding protein 3, 25kDa	FKBP3
22871	neuroligin 1	NLGN1
22873	DAZ interacting protein 1	DZIP1
22877	MLX interacting protein	MLXIP
22878	trafficking protein particle complex 8	TRAPPC8
22882	zinc fingers and homeoboxes 2	ZHX2
22885	actin binding LIM protein family, member 3	ABLIM3
22888	U-box domain containing 5	UBOX5
2289	FK506 binding protein 5	FKBP5
22890	zinc finger and BTB domain containing 1	ZBTB1
22893	bromo adjacent homology domain containing 1	BAHD1
22894	DIS3 mitotic control homolog (S. cerevisiae)	DIS3
22895	rabphilin 3A homolog (mouse)	RPH3A
22897	centrosomal protein 164kDa	CEP164
22898	DENN/MADD domain containing 3	DENND3
22899	Rho guanine nucleotide exchange factor (GEF) 15	ARHGEF15
2290	forkhead box G1	FOXG1
22901	arylsulfatase G	ARSG
22908	SAC1 suppressor of actin mutations 1-like (yeast)	SACM1L
22911	WD repeat domain 47	WDR47
22916	nuclear cap binding protein subunit 2, 20kDa	NCBP2
22917	zona pellucida glycoprotein 1 (sperm receptor)	ZP1
22918	CD93 molecule	CD93
22919	microtubule-associated protein, RP/EB family, member 1	MAPRE1
22920	kinesin-associated protein 3	KIFAP3
22921	methionine sulfoxide reductase B2	MSRB2
22924	microtubule-associated protein, RP/EB family, member 3	MAPRE3
22925	phospholipase A2 receptor 1, 180kDa	PLA2R1
22927	hyaluronan binding protein 4	HABP4
22928	selenophosphate synthetase 2	SEPHS2
22929	selenophosphate synthetase 1	SEPHS1
22933	sirtuin 2	SIRT2
22934	ribose 5-phosphate isomerase A	RPIA
22936	elongation factor, RNA polymerase II, 2	ELL2
22937	SREBF chaperone	SCAP
22938	SNW domain containing 1	SNW1
2294	forkhead box F1	FOXF1
22944	KIN, antigenic determinant of recA protein homolog (mouse)	KIN
22947	double homeobox 4	DUX4
22948	chaperonin containing TCP1, subunit 5 (epsilon)	CCT5
22949	prostaglandin reductase 1	PTGR1
22954	tripartite motif containing 32	TRIM32
22955	sex comb on midleg homolog 1 (Drosophila)	SCMH1
2296	forkhead box C1	FOXC1
2297	forkhead box D1	FOXD1
22974	TPX2, microtubule-associated, homolog (Xenopus laevis)	TPX2
22976	PAX interacting (with transcription-activation domain) protein 1	PAXIP1
22977	aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)	AKR7A3
22981	ninein-like	NINL
22985	apoptotic chromatin condensation inducer 1	ACIN1
22986	sortilin-related VPS10 domain containing receptor 3	SORCS3
22987	synaptic vesicle glycoprotein 2C	SV2C
2299	forkhead box I1	FOXI1
22992	lysine (K)-specific demethylase 2A	KDM2A
22994	5-azacytidine induced 1	AZI1
22996	tetratricopeptide repeat domain 39A	TTC39A
22998	LIM and calponin homology domains 1	LIMCH1
22999	regulating synaptic membrane exocytosis 1	RIMS1
23	ATP-binding cassette, sub-family F (GCN20), member 1	ABCF1
23002	dishevelled associated activator of morphogenesis 1	DAAM1
23005	mitogen-activated protein kinase binding protein 1	MAPKBP1
23007	phospholipase C, eta 1	PLCH1
23011	RAB21, member RAS oncogene family	RAB21
23014	F-box protein 21	FBXO21
23016	exosome component 7	EXOSC7
23017	Fas apoptotic inhibitory molecule 2	FAIM2
23019	CCR4-NOT transcription complex, subunit 1	CNOT1
2302	forkhead box J1	FOXJ1
23022	palladin, cytoskeletal associated protein	PALLD
23024	PDZ domain containing ring finger 3	PDZRN3
23025	unc-13 homolog A (C. elegans)	UNC13A
2303	forkhead box C2 (MFH-1, mesenchyme forkhead 1)	FOXC2
23030	lysine (K)-specific demethylase 4B	KDM4B
23032	ubiquitin specific peptidase 33	USP33
23033	dopey family member 1	DOPEY1
23034	sterile alpha motif domain containing 4A	SAMD4A
23037	PDZ domain containing 2	PDZD2
23038	WD and tetratricopeptide repeats 1	WDTC1
23041	MON2 homolog (S. cerevisiae)	MON2
23042	pyridoxal-dependent decarboxylase domain containing 1	PDXDC1
23043	TRAF2 and NCK interacting kinase	TNIK
23048	formin binding protein 1	FNBP1
23049	smg-1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans)	SMG1
2305	forkhead box M1	FOXM1
23051	zinc fingers and homeoboxes 3	ZHX3
23054	nuclear receptor coactivator 6	NCOA6
2306	forkhead box D2	FOXD2
23062	golgi-associated, gamma adaptin ear containing, ARF binding protein 2	GGA2
23063	wings apart-like homolog (Drosophila)	WAPAL
23064	senataxin	SETX
23070	FtsJ methyltransferase domain containing 2	FTSJD2
23072	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1	HECW1
23076	ribosomal RNA processing 1 homolog B (S. cerevisiae)	RRP1B
2308	forkhead box O1	FOXO1
23085	ELKS/RAB6-interacting/CAST family member 1	ERC1
23087	tripartite motif containing 35	TRIM35
23089	paternally expressed 10	PEG10
2309	forkhead box O3	FOXO3
23090	zinc finger protein 423	ZNF423
23092	Rho GTPase activating protein 26	ARHGAP26
23093	tubulin tyrosine ligase-like family, member 5	TTLL5
23094	signal-induced proliferation-associated 1 like 3	SIPA1L3
23096	IQ motif and Sec7 domain 2	IQSEC2
23098	sterile alpha and TIR motif containing 1	SARM1
23099	zinc finger and BTB domain containing 43	ZBTB43
231	aldo-keto reductase family 1, member B1 (aldose reductase)	AKR1B1
23108	RAP1 GTPase activating protein 2	RAP1GAP2
23113	cullin 9	CUL9
23114	neurofascin	NFASC
23117	nuclear pore complex interacting protein-like 3	NPIPL3
23118	TGF-beta activated kinase 1/MAP3K7 binding protein 2	TAB2
23119	hypermethylated in cancer 2	HIC2
23120	ATPase, class V, type 10B	ATP10B
23126	pogo transposable element with ZNF domain	POGZ
23127	glycosyltransferase 25 domain containing 2	GLT25D2
23129	plexin D1	PLXND1
23131	G patch domain containing 8	GPATCH8
23133	PHD finger protein 8	PHF8
23136	erythrocyte membrane protein band 4.1-like 3	EPB41L3
23139	microtubule associated serine/threonine kinase 2	MAST2
2314	flightless I homolog (Drosophila)	FLII
23142	DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)	DCUN1D4
23144	zinc finger CCCH-type containing 3	ZC3H3
23145	SCO-spondin homolog (Bos taurus)	SSPO
23148	NAC alpha domain containing	NACAD
23149	FCH domain only 1	FCHO1
23151	GRAM domain containing 4	GRAMD4
23154	neurochondrin	NCDN
23157	septin 6	SEPT6
23162	mitogen-activated protein kinase 8 interacting protein 3	MAPK8IP3
23163	golgi-associated, gamma adaptin ear containing, ARF binding protein 3	GGA3
23166	stabilin 1	STAB1
2317	filamin B, beta	FLNB
23170	tubulin tyrosine ligase-like family, member 12	TTLL12
23173	methionyl aminopeptidase 1	METAP1
23175	lipin 1	LPIN1
23176	septin 8	SEPT8
23177	centrosomal protein 68kDa	CEP68
23178	PAS domain containing serine/threonine kinase	PASK
23179	ral guanine nucleotide dissociation stimulator-like 1	RGL1
2318	filamin C, gamma	FLNC
23181	DIP2 disco-interacting protein 2 homolog A (Drosophila)	DIP2A
23184	mesoderm development candidate 2	MESDC2
23185	La ribonucleoprotein domain family, member 4B	LARP4B
23186	REST corepressor 1	RCOR1
2319	flotillin 2	FLOT2
23190	UBX domain protein 4	UBXN4
23191	cytoplasmic FMR1 interacting protein 1	CYFIP1
23192	autophagy related 4B, cysteine peptidase	ATG4B
23194	F-box and leucine-rich repeat protein 7	FBXL7
23195	MDN1, midasin homolog (yeast)	MDN1
23198	proteasome (prosome, macropain) activator subunit 4	PSME4
23200	ATPase, class VI, type 11B	ATP11B
23203	peptidase (mitochondrial processing) alpha	PMPCA
23205	acyl-CoA synthetase bubblegum family member 1	ACSBG1
23209	megalencephalic leukoencephalopathy with subcortical cysts 1	MLC1
23210	jumonji domain containing 6	JMJD6
23213	sulfatase 1	SULF1
23218	neurobeachin-like 2	NBEAL2
2322	fms-related tyrosine kinase 3	FLT3
23220	deltex homolog 4 (Drosophila)	DTX4
23221	Rho-related BTB domain containing 2	RHOBTB2
23225	nucleoporin 210kDa	NUP210
23228	phospholipase C-like 2	PLCL2
23229	Cdc42 guanine nucleotide exchange factor (GEF) 9	ARHGEF9
23234	DnaJ (Hsp40) homolog, subfamily C, member 9	DNAJC9
23235	salt-inducible kinase 2	SIK2
23236	phospholipase C, beta 1 (phosphoinositide-specific)	PLCB1
23237	activity-regulated cytoskeleton-associated protein	ARC
23239	PH domain and leucine rich repeat protein phosphatase 1	PHLPP1
2324	fms-related tyrosine kinase 4	FLT4
23242	cordon-bleu WH2 repeat protein	COBL
23244	PDS5, regulator of cohesion maintenance, homolog A (S. cerevisiae)	PDS5A
23246	block of proliferation 1	BOP1
23250	ATPase, class VI, type 11A	ATP11A
23256	sec1 family domain containing 1	SCFD1
2326	flavin containing monooxygenase 1	FMO1
23262	diphosphoinositol pentakisphosphate kinase 2	PPIP5K2
23263	MCF.2 cell line derived transforming sequence-like	MCF2L
23264	zinc finger CCCH-type containing 7B	ZC3H7B
23266	latrophilin 2	LPHN2
23268	dynamin binding protein	DNMBP
23269	MGA, MAX dimerization protein	MGA
2327	flavin containing monooxygenase 2 (non-functional)	FMO2
23275	protein O-fucosyltransferase 2	POFUT2
23279	nucleoporin 160kDa	NUP160
2328	flavin containing monooxygenase 3	FMO3
23283	cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa, tau variant	CSTF2T
23284	latrophilin 3	LPHN3
23286	WW and C2 domain containing 1	WWC1
23295	mahogunin ring finger 1, E3 ubiquitin protein ligase	MGRN1
23299	bicaudal D homolog 2 (Drosophila)	BICD2
2330	flavin containing monooxygenase 5	FMO5
23300	ATM interactor	ATMIN
23303	kinesin family member 13B	KIF13B
23304	ubiquitin protein ligase E3 component n-recognin 2	UBR2
23305	acyl-CoA synthetase long-chain family member 6	ACSL6
23306	transmembrane protein 194A	TMEM194A
23308	inducible T-cell co-stimulator ligand	ICOSLG
2331	fibromodulin	FMOD
23310	non-SMC condensin II complex, subunit D3	NCAPD3
23314	SATB homeobox 2	SATB2
23315	solute carrier family 9, subfamily A (NHE8, cation proton antiporter 8), member 8	SLC9A8
23316	cut-like homeobox 2	CUX2
23318	zinc finger, CCHC domain containing 11	ZCCHC11
2332	fragile X mental retardation 1	FMR1
23321	tripartite motif containing 2	TRIM2
23325	KIAA1033	KIAA1033
23326	ubiquitin specific peptidase 22	USP22
23327	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase	NEDD4L
23336	synemin, intermediate filament protein	SYNM
23338	PHD finger protein 15	PHF15
23339	vacuolar protein sorting 39 homolog (S. cerevisiae)	VPS39
2334	AF4/FMR2 family, member 2	AFF2
23341	DnaJ (Hsp40) homolog, subfamily C, member 16	DNAJC16
23345	spectrin repeat containing, nuclear envelope 1	SYNE1
23348	dedicator of cytokinesis 9	DOCK9
23350	U2 snRNP-associated SURP domain containing	U2SURP
23352	ubiquitin protein ligase E3 component n-recognin 4	UBR4
23353	Sad1 and UNC84 domain containing 1	SUN1
23354	HAUS augmin-like complex, subunit 5	HAUS5
23361	zinc finger protein 629	ZNF629
23362	pleckstrin and Sec7 domain containing 3	PSD3
23363	obscurin-like 1	OBSL1
23365	Rho guanine nucleotide exchange factor (GEF) 12	ARHGEF12
23367	La ribonucleoprotein domain family, member 1	LARP1
23368	protein phosphatase 1, regulatory subunit 13B	PPP1R13B
23369	pumilio homolog 2 (Drosophila)	PUM2
23370	Rho/Rac guanine nucleotide exchange factor (GEF) 18	ARHGEF18
23371	tensin like C1 domain containing phosphatase (tensin 2)	TENC1
23373	CREB regulated transcription coactivator 1	CRTC1
23376	UFM1-specific ligase 1	UFL1
23381	smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)	SMG5
23382	adenosylhomocysteinase-like 2	AHCYL2
23384	sperm antigen with calponin homology and coiled-coil domains 1-like	SPECC1L
23385	nicastrin	NCSTN
23387	SIK family kinase 3	SIK3
2339	farnesyltransferase, CAAX box, alpha	FNTA
23390	zinc finger, DHHC-type containing 17	ZDHHC17
23392	KIAA0368	KIAA0368
23394	activity-dependent neuroprotector homeobox	ADNP
23395	leucyl-tRNA synthetase 2, mitochondrial	LARS2
23399	CTD nuclear envelope phosphatase 1	CTDNEP1
23400	ATPase type 13A2	ATP13A2
23401	frequently rearranged in advanced T-cell lymphomas 2	FRAT2
23404	exosome component 2	EXOSC2
23405	dicer 1, ribonuclease type III	DICER1
23408	sirtuin 5	SIRT5
23409	sirtuin 4	SIRT4
23411	sirtuin 1	SIRT1
23413	neuronal calcium sensor 1	NCS1
23414	zinc finger protein, FOG family member 2	ZFPM2
23415	potassium voltage-gated channel, subfamily H (eag-related), member 4	KCNH4
23416	potassium voltage-gated channel, subfamily H (eag-related), member 3	KCNH3
23417	malonyl-CoA decarboxylase	MLYCD
23421	integrin beta 3 binding protein (beta3-endonexin)	ITGB3BP
23423	transmembrane emp24 protein transport domain containing 3	TMED3
23424	tudor domain containing 7	TDRD7
23428	solute carrier family 7 (amino acid transporter light chain, L system), member 8	SLC7A8
23430	tryptase delta 1	TPSD1
23431	adaptor-related protein complex 4, epsilon 1 subunit	AP4E1
23432	G protein-coupled receptor 161	GPR161
23435	TAR DNA binding protein	TARDBP
23439	ATPase, Na+/K+ transporting, beta 4 polypeptide	ATP1B4
23443	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3	SLC35A3
23450	splicing factor 3b, subunit 3, 130kDa	SF3B3
23451	splicing factor 3b, subunit 1, 155kDa	SF3B1
23452	angiopoietin-like 2	ANGPTL2
23456	ATP-binding cassette, sub-family B (MDR/TAP), member 10	ABCB10
23457	ATP-binding cassette, sub-family B (MDR/TAP), member 9	ABCB9
2346	folate hydrolase (prostate-specific membrane antigen) 1	FOLH1
23463	isoprenylcysteine carboxyl methyltransferase	ICMT
23464	glycine C-acetyltransferase	GCAT
23466	chromobox homolog 6	CBX6
23468	chromobox homolog 5	CBX5
23473	calpain 7	CAPN7
23474	ethylmalonic encephalopathy 1	ETHE1
23475	quinolinate phosphoribosyltransferase	QPRT
23478	SEC11 homolog A (S. cerevisiae)	SEC11A
2348	folate receptor 1 (adult)	FOLR1
23480	Sec61 gamma subunit	SEC61G
23483	TDP-glucose 4,6-dehydratase	TGDS
23492	chromobox homolog 7	CBX7
23493	hairy/enhancer-of-split related with YRPW motif 2	HEY2
23498	3-hydroxyanthranilate 3,4-dioxygenase	HAAO
2350	folate receptor 2 (fetal)	FOLR2
23500	dishevelled associated activator of morphogenesis 2	DAAM2
23503	zinc finger, FYVE domain containing 26	ZFYVE26
23504	RIMS binding protein 2	RIMBP2
23505	transmembrane protein 131	TMEM131
23509	protein O-fucosyltransferase 1	POFUT1
23510	potassium channel tetramerisation domain containing 2	KCTD2
